tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delays,contract_type,internet_service,online_security,tech_support,paperless_billing,gender,senior_citizen,partner,dependents,churn
17,32.6,1609.39,4,2,3,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,1
43,39.64,6345.06,1,2,4,Month-to-month,No,No,Yes,No,Female,0,Yes,No,1
59,115.14,3686.27,2,7,3,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,Yes,1
51,37.55,2483.13,1,3,4,Two year,Fiber optic,Yes,Yes,Yes,Male,1,No,No,0
54,76.77,3133.75,3,0,4,Month-to-month,Fiber optic,No,No,Yes,Male,0,No,No,1
24,77.93,6849.76,2,1,2,One year,Fiber optic,Yes,Yes,Yes,Female,0,No,No,0
25,68.96,6017.09,4,9,0,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,1
71,84.47,2251.29,3,1,1,Month-to-month,DSL,Yes,No,Yes,Female,1,No,No,1
52,42.98,1028.26,2,2,1,Month-to-month,No,No,No,No,Male,1,No,No,1
70,75.27,2090.79,4,5,2,One year,DSL,No,Yes,No,Male,0,No,Yes,0
33,57.22,7373.98,3,7,2,Month-to-month,No,No,Yes,Yes,Female,0,No,No,0
49,86.17,4694.55,4,0,1,Month-to-month,DSL,No,No,No,Male,0,No,No,0
29,34.12,4314.49,1,8,1,Two year,Fiber optic,No,No,Yes,Female,0,Yes,No,0
63,77.09,4811.51,1,0,0,Month-to-month,Fiber optic,No,No,Yes,Female,0,Yes,No,0
22,38.53,2991.62,4,9,4,Month-to-month,DSL,No,No,No,Female,0,Yes,No,1
26,47.86,6476.15,1,1,0,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,No,0
28,41.87,4233.96,4,2,1,One year,Fiber optic,Yes,No,Yes,Male,0,Yes,Yes,0
49,38.28,1022.31,3,6,4,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,Yes,0
71,102.57,1119.61,2,8,1,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,Yes,1
49,48.57,4341.19,4,2,0,Month-to-month,DSL,Yes,No,Yes,Female,0,No,No,0
20,112.71,7498.9,2,7,0,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,No,1
63,116.99,2535.98,2,8,0,One year,DSL,Yes,Yes,Yes,Female,0,Yes,No,1
61,77.13,6969.38,4,9,4,One year,DSL,Yes,No,Yes,Female,0,No,Yes,0
49,34.3,6136.36,1,6,3,Month-to-month,No,No,No,Yes,Male,0,Yes,No,1
71,57.45,2057.72,3,3,3,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,Yes,No,1
1,99.77,387.09,2,3,1,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,No,1
13,56.74,904.59,3,3,4,One year,Fiber optic,No,Yes,No,Male,0,Yes,No,0
51,28.7,5855.1,2,5,2,Month-to-month,DSL,No,No,Yes,Female,0,Yes,No,1
56,75.68,1677.39,4,3,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,1
62,104.51,3033.04,1,4,4,Two year,Fiber optic,No,No,Yes,Male,0,No,No,1
32,99.59,4063.42,3,8,4,Month-to-month,DSL,Yes,Yes,No,Male,0,Yes,Yes,1
30,37.51,5831.2,2,6,3,Two year,No,No,Yes,Yes,Male,0,Yes,No,1
29,87.28,994.53,4,7,4,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,No,1
49,42.05,3310.29,4,4,4,Month-to-month,DSL,No,No,Yes,Female,0,Yes,No,0
45,41.82,3932.08,2,4,3,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,No,No,0
30,107.41,4372.53,2,6,0,Month-to-month,Fiber optic,No,Yes,No,Female,0,No,No,0
16,44.97,6565.05,2,7,1,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,1
40,46.32,1456.26,1,8,2,Month-to-month,Fiber optic,No,No,No,Female,0,No,No,0
19,20.07,6481.87,2,1,1,Two year,No,Yes,Yes,No,Male,0,Yes,Yes,0
18,107.07,5573.74,2,2,0,Month-to-month,Fiber optic,No,Yes,No,Male,0,Yes,No,1
1,99.26,4491.38,1,1,0,One year,No,Yes,Yes,Yes,Male,0,No,Yes,0
47,82.73,5626.27,4,9,4,One year,No,Yes,Yes,Yes,Female,0,Yes,Yes,0
66,95.03,3354.94,2,6,1,One year,No,No,No,No,Male,0,Yes,No,0
38,35.2,1193.34,3,1,0,One year,DSL,No,No,No,Male,0,Yes,Yes,0
51,65.83,5359.55,4,1,1,Month-to-month,Fiber optic,Yes,Yes,No,Female,1,No,Yes,0
63,55.12,4244.91,3,1,0,Month-to-month,DSL,No,No,Yes,Male,0,Yes,No,1
4,29.38,5151.06,2,3,2,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,Yes,1
1,68.61,2770.19,1,0,0,Month-to-month,No,Yes,Yes,No,Male,0,No,Yes,0
8,112.07,7264.25,1,1,1,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,Yes,1
29,24.01,4740.22,1,2,4,Month-to-month,Fiber optic,Yes,No,No,Male,0,Yes,No,1
55,49.15,774.68,2,6,1,Two year,Fiber optic,Yes,No,Yes,Male,0,No,Yes,1
3,40.75,3653.45,2,9,3,Two year,DSL,Yes,Yes,Yes,Male,0,No,No,0
32,43.81,6075.21,3,0,1,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,0
10,110.84,6373.66,1,5,2,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,Yes,Yes,1
34,66.81,4007.32,2,2,2,Month-to-month,DSL,Yes,Yes,No,Female,0,No,Yes,1
55,66.63,7168.51,4,2,2,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,Yes,No,0
32,96.06,2214.58,2,3,0,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,No,0
50,35.45,3343.73,2,3,2,Two year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,Yes,0
7,68.73,7198.92,4,6,1,Month-to-month,DSL,No,Yes,No,Female,0,Yes,Yes,1
8,63.0,7180.43,1,2,4,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,No,1
65,79.69,5517.13,4,7,2,Month-to-month,DSL,Yes,Yes,No,Female,0,No,No,1
57,119.96,6885.95,1,7,1,Two year,No,Yes,No,No,Female,0,No,Yes,0
67,96.94,801.31,4,6,0,Two year,DSL,Yes,No,Yes,Male,0,No,Yes,1
59,59.79,6933.46,3,1,0,One year,No,No,No,No,Male,0,No,No,0
54,102.76,2632.9,1,4,4,Month-to-month,Fiber optic,No,No,No,Male,0,No,No,1
67,37.07,1508.82,2,5,4,Month-to-month,Fiber optic,Yes,No,No,Male,0,No,Yes,0
51,23.05,1991.02,3,9,1,Month-to-month,DSL,No,No,Yes,Male,0,Yes,Yes,1
8,40.44,3401.95,1,3,4,Month-to-month,DSL,Yes,Yes,No,Female,0,No,No,1
34,54.04,2084.42,1,9,4,One year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,Yes,0
35,71.06,2632.48,1,4,0,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,Yes,0
32,81.51,1166.33,4,8,1,Month-to-month,No,No,No,Yes,Male,0,No,No,1
46,111.06,2439.8,1,6,4,One year,Fiber optic,No,No,Yes,Male,0,No,No,0
16,70.99,4621.04,2,1,1,Month-to-month,No,No,No,Yes,Male,0,No,No,0
68,70.13,3590.64,1,0,2,One year,Fiber optic,No,Yes,Yes,Male,0,No,No,0
37,25.02,2839.08,2,1,0,Month-to-month,DSL,Yes,No,No,Female,0,Yes,No,0
54,23.49,5996.97,2,2,0,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,Yes,Yes,0
14,75.12,7158.73,2,1,0,Month-to-month,DSL,Yes,No,Yes,Male,0,Yes,Yes,0
55,63.82,6078.63,3,2,3,Two year,DSL,No,Yes,Yes,Female,0,Yes,Yes,0
48,103.92,2722.81,2,9,1,Month-to-month,DSL,Yes,No,Yes,Male,0,No,No,1
7,36.07,5981.09,4,8,2,Month-to-month,No,No,Yes,Yes,Male,0,Yes,No,1
7,22.5,1300.64,1,3,4,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,Yes,1
33,64.9,1129.51,4,8,2,One year,Fiber optic,Yes,No,No,Female,0,No,Yes,0
23,43.75,2830.45,3,2,1,Two year,DSL,No,No,No,Female,0,No,No,0
19,24.96,6480.85,1,0,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,Yes,0
19,92.46,2046.15,2,4,3,Month-to-month,Fiber optic,No,No,Yes,Male,1,Yes,No,1
36,31.16,599.7,1,9,1,Two year,DSL,Yes,No,Yes,Male,1,No,No,0
29,80.83,1140.51,3,9,1,One year,DSL,Yes,Yes,Yes,Male,0,No,Yes,0
60,48.1,6884.09,3,1,4,One year,Fiber optic,No,Yes,Yes,Female,0,Yes,Yes,1
2,37.35,5106.89,4,3,2,Month-to-month,Fiber optic,No,Yes,No,Male,0,No,Yes,0
1,57.98,2100.29,1,1,2,Month-to-month,DSL,No,No,Yes,Male,1,Yes,Yes,0
47,100.14,4486.84,1,1,4,One year,No,No,Yes,No,Female,0,No,No,1
69,59.21,4267.88,1,2,3,Month-to-month,DSL,No,No,Yes,Male,0,No,Yes,1
20,95.08,5277.94,4,4,0,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,0
11,32.55,1942.18,3,3,0,Month-to-month,DSL,No,Yes,No,Female,0,No,No,1
2,97.28,6928.78,2,1,3,Month-to-month,DSL,No,No,Yes,Male,0,Yes,No,1
67,43.69,2544.01,1,9,4,Two year,No,Yes,No,Yes,Male,0,Yes,No,0
12,87.74,5583.64,4,1,1,Two year,No,Yes,Yes,Yes,Male,0,Yes,Yes,1
20,76.58,227.38,4,5,2,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,Yes,1
5,112.91,3043.99,2,6,1,One year,No,Yes,No,Yes,Female,0,Yes,No,0
37,58.73,2878.51,3,9,2,One year,No,No,Yes,Yes,Female,0,Yes,Yes,1
38,26.62,4393.53,1,5,1,Two year,Fiber optic,Yes,Yes,Yes,Female,1,No,Yes,0
9,21.92,674.62,1,6,4,One year,No,Yes,No,No,Female,0,Yes,No,1
53,102.69,6342.04,4,0,4,Two year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,Yes,0
44,72.47,1820.47,3,5,3,Two year,Fiber optic,No,Yes,Yes,Female,0,Yes,Yes,1
24,97.52,5448.6,1,2,1,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,0
30,43.44,6445.38,2,0,1,One year,DSL,No,No,No,Male,0,Yes,Yes,0
59,54.51,4538.83,3,7,3,Month-to-month,No,No,No,No,Male,0,No,Yes,0
14,23.01,5952.98,3,3,3,Month-to-month,DSL,No,Yes,No,Male,0,No,Yes,0
9,116.15,5328.7,4,9,4,Month-to-month,No,Yes,Yes,Yes,Male,0,Yes,No,0
40,86.79,2908.69,4,7,4,Month-to-month,DSL,No,No,Yes,Male,0,Yes,No,1
66,113.32,6489.98,1,9,1,One year,DSL,Yes,Yes,No,Male,0,Yes,No,0
25,46.55,2428.14,4,3,4,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,Yes,1
22,81.15,4612.58,3,3,4,Two year,No,No,Yes,Yes,Male,0,Yes,Yes,0
4,87.85,5988.64,1,9,1,One year,DSL,No,Yes,Yes,Male,0,No,No,1
26,51.75,3093.75,1,3,3,One year,Fiber optic,No,No,Yes,Female,0,Yes,No,1
58,104.81,2491.86,3,5,1,Month-to-month,Fiber optic,No,No,No,Female,1,No,No,0
29,114.72,3728.83,1,8,0,Month-to-month,DSL,No,Yes,Yes,Male,0,Yes,No,0
37,108.49,6561.91,2,4,1,Month-to-month,No,Yes,Yes,Yes,Female,0,No,No,0
70,93.91,7446.38,2,9,0,Month-to-month,DSL,Yes,Yes,No,Male,1,No,Yes,1
18,47.75,4406.16,1,7,1,Two year,Fiber optic,No,No,Yes,Female,0,No,Yes,0
42,48.16,5325.58,4,7,0,One year,Fiber optic,No,No,Yes,Male,0,Yes,No,1
41,116.34,7235.86,2,3,0,Month-to-month,DSL,No,No,No,Male,0,No,Yes,0
38,21.03,878.52,1,9,1,Two year,DSL,Yes,No,Yes,Male,0,No,No,0
34,91.6,1933.42,2,8,4,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,No,1
17,90.62,5700.31,4,8,2,Month-to-month,No,No,Yes,Yes,Female,1,Yes,No,1
37,82.27,6607.58,3,4,4,One year,DSL,No,Yes,No,Male,0,No,Yes,1
25,119.01,6870.53,1,5,0,Month-to-month,DSL,Yes,No,No,Female,0,No,No,1
27,51.19,3379.35,1,4,1,One year,No,Yes,No,Yes,Female,0,Yes,Yes,0
57,54.0,805.79,1,2,1,One year,DSL,No,Yes,Yes,Male,0,No,No,0
31,27.89,3558.47,1,7,1,One year,Fiber optic,No,No,Yes,Male,1,Yes,Yes,0
6,64.28,1922.8,1,8,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
40,46.1,2400.45,1,3,2,Month-to-month,DSL,Yes,No,No,Female,0,Yes,Yes,0
12,54.34,6200.91,4,8,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
53,103.46,696.66,3,8,0,Two year,No,Yes,No,Yes,Female,0,No,Yes,1
71,113.55,6637.89,4,6,2,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,Yes,No,1
10,38.57,3478.59,4,7,4,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,No,1
45,57.25,4808.91,3,2,3,Two year,Fiber optic,No,No,No,Male,0,Yes,Yes,0
17,112.86,808.25,4,4,3,One year,Fiber optic,Yes,No,Yes,Female,1,No,No,0
26,26.18,2765.14,2,2,1,Two year,DSL,Yes,No,Yes,Female,0,No,No,0
62,29.24,808.64,4,6,2,Two year,Fiber optic,Yes,No,Yes,Male,0,No,Yes,0
46,36.28,7696.2,1,5,4,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,No,0
64,79.52,6477.37,2,2,1,Month-to-month,DSL,No,Yes,Yes,Male,0,No,Yes,1
2,35.05,3731.1,2,8,1,Month-to-month,No,No,No,Yes,Male,1,Yes,No,0
54,116.81,1866.46,3,0,0,Month-to-month,Fiber optic,No,No,Yes,Male,0,No,No,0
65,64.67,7474.3,4,9,3,One year,No,No,No,No,Male,0,No,No,0
51,70.15,2822.31,4,2,4,Month-to-month,DSL,Yes,No,Yes,Male,0,No,Yes,0
53,44.67,1371.78,2,9,3,One year,No,Yes,Yes,No,Male,0,Yes,Yes,0
36,67.1,4549.0,4,6,2,Month-to-month,Fiber optic,No,No,Yes,Female,0,Yes,No,1
26,86.19,7555.82,4,2,0,Month-to-month,No,Yes,No,Yes,Male,1,Yes,No,1
29,95.12,130.26,3,2,1,One year,No,No,No,Yes,Female,1,Yes,No,0
21,95.39,1981.19,2,1,0,Month-to-month,No,Yes,No,Yes,Male,0,Yes,Yes,0
11,77.79,7513.74,1,8,1,One year,No,Yes,Yes,No,Male,0,Yes,Yes,1
40,110.44,1451.58,2,3,0,Two year,DSL,No,Yes,Yes,Female,0,No,No,0
11,101.74,994.62,3,9,1,One year,Fiber optic,Yes,Yes,No,Male,0,Yes,No,0
36,95.7,4604.48,3,5,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,Yes,1
59,25.56,6908.57,3,1,3,Two year,Fiber optic,Yes,Yes,No,Male,0,No,No,1
39,20.69,3869.17,4,8,3,Month-to-month,No,No,No,Yes,Male,0,No,Yes,0
54,41.24,7957.06,2,6,3,One year,DSL,Yes,Yes,No,Female,0,No,No,0
55,86.35,5465.46,4,9,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,No,1
24,61.12,685.19,4,4,1,Month-to-month,Fiber optic,Yes,No,No,Male,0,No,No,0
22,60.24,7943.37,2,6,3,Two year,DSL,No,Yes,Yes,Male,0,Yes,No,0
69,108.46,3322.36,3,3,0,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,No,1
56,109.56,2370.48,1,9,1,Two year,DSL,Yes,Yes,Yes,Male,0,Yes,No,1
33,110.92,4507.25,1,6,0,Month-to-month,DSL,No,Yes,No,Male,0,No,Yes,0
36,51.39,2504.03,2,1,3,Two year,Fiber optic,Yes,No,Yes,Female,0,No,No,1
20,89.11,783.01,2,6,2,Two year,Fiber optic,Yes,Yes,No,Male,0,No,No,1
62,47.16,111.28,3,3,0,Month-to-month,DSL,Yes,Yes,Yes,Female,1,No,Yes,0
26,39.06,3651.71,2,3,3,One year,No,No,Yes,No,Female,0,Yes,No,1
66,38.46,6711.22,2,0,4,One year,Fiber optic,Yes,Yes,No,Female,0,Yes,No,0
40,54.21,4621.29,3,2,1,Two year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,Yes,0
17,63.0,7993.74,3,4,3,Month-to-month,DSL,No,No,Yes,Female,0,Yes,No,0
1,103.09,2366.09,4,4,4,One year,Fiber optic,No,Yes,Yes,Male,0,No,No,1
61,31.99,2315.6,2,1,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,1,No,Yes,1
43,93.49,1362.02,1,3,0,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,No,0
42,73.15,1396.1,2,0,4,Month-to-month,Fiber optic,Yes,No,No,Male,0,No,No,0
25,48.79,2352.97,1,8,4,One year,DSL,No,Yes,No,Male,1,No,Yes,1
39,69.28,6363.44,1,0,1,Two year,No,Yes,No,Yes,Female,0,Yes,No,0
35,49.99,7255.48,1,5,0,Month-to-month,Fiber optic,No,Yes,Yes,Female,1,Yes,No,1
3,79.61,7803.19,4,6,4,One year,Fiber optic,Yes,Yes,Yes,Male,1,No,No,0
44,63.38,1935.09,3,2,2,One year,No,No,Yes,Yes,Male,1,Yes,No,0
51,36.44,7062.25,3,0,2,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,No,0
12,31.66,2693.22,4,6,4,Two year,Fiber optic,No,No,No,Male,0,No,No,0
19,74.67,991.44,3,2,1,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,No,1
44,110.24,6973.2,4,9,0,Month-to-month,DSL,No,No,Yes,Female,0,No,No,1
59,54.4,5125.23,2,5,2,Month-to-month,No,No,No,Yes,Female,1,No,No,1
49,93.3,1401.37,4,5,4,Two year,Fiber optic,Yes,Yes,Yes,Male,0,No,No,1
61,85.87,3495.67,3,3,4,Two year,Fiber optic,No,Yes,No,Female,0,No,No,0
17,113.16,2369.34,3,5,3,Month-to-month,No,No,Yes,Yes,Female,0,Yes,No,1
57,102.1,5920.68,2,9,4,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,No,1
55,76.66,3681.99,4,3,1,Month-to-month,Fiber optic,No,Yes,No,Female,0,Yes,Yes,0
47,85.7,7915.31,2,7,2,One year,No,Yes,Yes,Yes,Female,1,Yes,No,0
12,109.84,532.49,1,8,3,One year,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
62,59.95,2904.62,4,1,2,Two year,DSL,Yes,No,Yes,Male,0,No,Yes,0
8,52.68,3907.01,2,6,2,Two year,DSL,No,No,No,Male,0,No,No,1
21,21.08,4074.76,2,8,1,Two year,No,Yes,No,Yes,Female,0,Yes,Yes,0
70,102.66,2595.89,3,8,4,Month-to-month,DSL,No,No,No,Male,0,No,No,1
25,100.1,5861.0,4,4,1,Month-to-month,DSL,No,Yes,No,Female,0,Yes,Yes,0
12,30.45,7010.5,1,0,4,One year,DSL,No,Yes,No,Male,0,No,Yes,0
15,77.69,7515.88,1,5,3,Month-to-month,DSL,No,Yes,Yes,Male,0,No,Yes,0
59,66.4,6460.24,4,7,1,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,No,No,1
26,31.87,6819.58,4,0,1,Month-to-month,No,Yes,No,Yes,Male,0,Yes,Yes,0
26,118.06,4449.31,2,1,0,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,1
47,41.47,6624.52,3,0,1,One year,Fiber optic,No,Yes,Yes,Male,0,Yes,Yes,0
32,26.72,2497.68,3,4,0,One year,Fiber optic,Yes,No,No,Female,0,No,No,0
10,79.48,3247.98,3,1,4,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,Yes,No,1
16,93.89,2603.61,4,9,4,One year,No,Yes,Yes,No,Female,0,Yes,No,1
71,23.24,3792.36,3,9,4,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,Yes,0
17,85.87,2356.08,2,3,0,One year,DSL,Yes,No,No,Female,0,No,Yes,0
23,73.23,7696.73,4,0,4,Month-to-month,No,Yes,Yes,No,Male,0,No,No,0
26,30.33,2571.47,4,6,2,Two year,Fiber optic,Yes,Yes,No,Male,0,No,No,1
7,37.25,874.55,3,7,1,One year,DSL,No,Yes,Yes,Female,1,No,No,0
14,76.8,4261.86,1,4,0,One year,DSL,Yes,Yes,Yes,Female,0,Yes,Yes,0
7,49.64,551.08,1,1,4,One year,No,Yes,Yes,Yes,Male,1,No,No,0
9,113.83,973.29,2,7,2,One year,Fiber optic,Yes,No,Yes,Male,0,Yes,Yes,1
48,101.87,1833.18,3,0,1,Month-to-month,Fiber optic,No,Yes,No,Male,0,Yes,No,0
59,118.36,3768.37,3,6,1,One year,No,No,Yes,No,Male,0,No,No,0
39,45.97,3522.68,4,0,4,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,Yes,No,1
18,116.97,6417.57,4,5,2,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,0
59,63.12,5941.85,3,5,0,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,Yes,0
17,54.75,3467.91,4,4,4,Two year,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
14,25.03,2736.26,3,1,1,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,Yes,0
31,25.28,2600.1,2,1,1,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,Yes,0
24,89.2,6214.56,4,8,1,Two year,DSL,No,Yes,No,Male,0,Yes,No,0
60,65.79,511.37,3,4,4,Two year,Fiber optic,No,No,Yes,Male,1,No,No,0
45,42.65,201.29,4,4,3,Month-to-month,No,Yes,No,Yes,Male,1,No,No,0
3,81.4,6384.8,2,6,3,Two year,Fiber optic,Yes,Yes,Yes,Male,0,No,No,1
37,45.29,3869.46,4,5,3,Month-to-month,No,Yes,Yes,Yes,Male,0,Yes,Yes,1
43,77.76,1133.96,3,1,2,One year,Fiber optic,No,Yes,No,Female,1,Yes,Yes,0
40,55.92,1960.97,4,0,4,One year,No,No,Yes,No,Female,0,Yes,No,0
55,102.36,7466.78,4,4,1,Month-to-month,DSL,No,Yes,Yes,Male,1,No,No,1
39,102.07,6890.07,3,3,2,One year,Fiber optic,No,Yes,No,Female,0,No,Yes,0
15,67.74,5707.3,1,2,3,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,No,1
4,55.08,3909.58,4,1,0,Month-to-month,DSL,Yes,Yes,No,Male,0,No,No,0
25,56.26,4210.56,4,9,2,One year,Fiber optic,Yes,No,Yes,Female,0,No,No,0
13,100.57,7804.43,2,1,2,Month-to-month,No,Yes,No,No,Male,0,No,No,0
33,52.82,7729.59,1,3,4,Two year,Fiber optic,Yes,No,Yes,Male,0,No,No,0
16,40.91,1800.63,2,1,2,Month-to-month,No,No,No,No,Female,0,Yes,No,0
42,28.47,6507.73,3,3,4,Month-to-month,Fiber optic,No,No,No,Male,1,Yes,Yes,0
66,66.67,1658.22,3,2,0,One year,Fiber optic,Yes,No,Yes,Male,1,Yes,Yes,0
55,68.21,1786.95,2,8,1,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,No,0
42,104.09,5441.13,4,6,1,Month-to-month,DSL,No,No,Yes,Female,0,No,No,1
34,42.12,3299.51,1,2,3,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,No,0
30,58.1,7459.2,2,7,3,Two year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
13,100.84,803.18,2,8,0,Month-to-month,No,No,Yes,No,Male,0,No,Yes,1
13,102.36,4141.05,3,6,1,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,No,1
18,58.46,7356.32,4,5,3,Month-to-month,DSL,No,No,Yes,Female,0,No,No,1
32,65.91,7242.5,1,3,2,Month-to-month,DSL,No,No,Yes,Male,0,No,No,1
39,50.33,1336.58,2,4,4,Month-to-month,No,Yes,Yes,Yes,Female,0,Yes,No,0
46,113.26,2996.44,1,7,3,Two year,Fiber optic,Yes,Yes,No,Male,0,Yes,No,0
29,31.86,4991.06,1,2,0,Two year,No,Yes,No,No,Female,0,Yes,No,0
62,113.37,1359.22,2,1,1,Month-to-month,Fiber optic,Yes,No,Yes,Female,1,No,Yes,0
62,88.39,7747.38,1,2,0,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,No,1
57,73.16,7326.52,3,6,4,Two year,Fiber optic,Yes,No,No,Female,0,Yes,No,1
16,23.27,1418.91,4,7,4,Month-to-month,DSL,Yes,No,Yes,Male,0,No,No,0
56,67.56,1057.13,4,0,0,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,Yes,0
10,60.77,774.73,4,6,3,Two year,Fiber optic,No,Yes,Yes,Female,0,No,No,1
30,36.12,7284.6,3,8,3,One year,Fiber optic,No,Yes,Yes,Male,1,Yes,Yes,0
25,85.64,1629.63,3,2,1,Month-to-month,No,Yes,Yes,No,Male,0,No,Yes,1
5,117.12,3388.65,3,2,1,Month-to-month,DSL,Yes,No,Yes,Female,1,No,Yes,0
65,76.22,3645.93,4,7,2,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,No,0
49,91.48,4832.19,1,3,2,Month-to-month,DSL,No,Yes,Yes,Male,0,No,Yes,0
3,26.85,666.71,3,7,1,One year,DSL,No,Yes,Yes,Female,0,Yes,No,0
45,61.77,1891.39,2,4,2,One year,Fiber optic,Yes,No,No,Male,0,No,Yes,1
14,31.64,7458.77,3,2,0,One year,DSL,No,Yes,Yes,Female,0,Yes,No,0
30,81.28,7276.44,2,3,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
68,113.85,6272.2,4,3,2,Month-to-month,DSL,Yes,Yes,No,Female,0,Yes,Yes,0
18,86.18,253.27,2,7,2,Month-to-month,DSL,No,Yes,No,Female,1,No,Yes,0
62,27.68,2683.35,3,5,0,Two year,DSL,Yes,No,No,Male,0,Yes,Yes,1
37,55.47,5060.87,3,6,4,One year,DSL,Yes,No,No,Female,0,No,No,0
25,75.07,2274.0,1,8,1,Month-to-month,No,Yes,No,Yes,Male,0,Yes,Yes,0
48,60.32,7285.73,4,5,0,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,No,1
65,103.36,5107.73,2,2,4,Two year,No,Yes,Yes,Yes,Female,0,Yes,Yes,0
53,101.47,668.06,4,2,0,Month-to-month,DSL,Yes,Yes,No,Female,1,No,No,1
15,81.18,7281.14,3,2,3,Month-to-month,Fiber optic,No,Yes,No,Female,0,No,No,0
49,57.35,7666.36,1,9,0,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,Yes,1
68,45.53,713.93,3,1,0,Month-to-month,DSL,No,No,No,Male,0,Yes,No,1
12,30.59,4305.65,3,0,3,Two year,Fiber optic,Yes,No,Yes,Male,0,Yes,No,1
59,55.49,2496.58,3,9,1,One year,Fiber optic,No,No,Yes,Female,0,No,Yes,1
37,61.32,3203.43,2,0,4,One year,Fiber optic,No,Yes,Yes,Male,1,No,No,0
61,87.58,1519.24,3,3,2,Two year,Fiber optic,No,No,Yes,Female,0,No,No,0
43,85.82,4666.77,4,2,1,Two year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
70,27.01,7668.04,4,4,0,Month-to-month,DSL,Yes,Yes,Yes,Female,0,Yes,No,1
